PeakID (cmd=annotatePeaks.pl ESR1_T2E.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_5201	chr9	130753337	130753894	+	53.25	NA	Intergenic	NA	-10347	NM_001035254	399665	Hs.535972	NM_203305	ENSG00000167106	FAM102A	C9orf132|EEIG1|SYM-3A|bA203J24.7	family with sequence similarity 102 member A	protein-coding
MACS_peak_2662	chr2	24913988	24914425	+	53.22	NA	intron (NM_001362952, intron 8 of 23)	NA	-101778	NM_024322	79172	Hs.731569	NM_024322	ENSG00000138092	CENPO	CENP-O|ICEN-36|MCM21R	centromere protein O	protein-coding
MACS_peak_2806	chr2	109092872	109093429	+	53.21	NA	intron (NR_028063, intron 8 of 21)	NA	27488	NM_181453	9648	Hs.436505	NM_181453	ENSG00000135968	GCC2	GCC185|RANBP2L4|REN53	GRIP and coiled-coil domain containing 2	protein-coding
MACS_peak_4043	chr5	20087260	20087844	+	53.14	NA	intron (NM_001349558, intron 3 of 15)	NA	-99243	NM_001349560	1016	Hs.317632	NM_004934	ENSG00000145526	CDH18	CDH14|CDH14L|CDH24	cadherin 18	protein-coding
MACS_peak_3201	chr20	57405810	57406202	+	53.12	NA	intron (NR_002785, intron 4 of 4)	NA	-8797	NM_016592	2778	Hs.125898	NM_000516	ENSG00000087460	GNAS	AHO|C20orf45|GNAS1|GPSA|GSA|GSP|NESP|PITA3|POH|SCG6|SgVI	GNAS complex locus	protein-coding
MACS_peak_3183	chr20	55363395	55363789	+	53.09	NA	Intergenic	NA	159230	NM_003222	7022	Hs.473152	NM_003222	ENSG00000087510	TFAP2C	AP2-GAMMA|ERF1|TFAP2G|hAP-2g	transcription factor AP-2 gamma	protein-coding
MACS_peak_1999	chr16	75150126	75150807	+	53.07	NA	intron (NM_194436, intron 1 of 10)	NA	204	NM_153486	197257	Hs.380929	NM_153486	ENSG00000166816	LDHD	DLACD|DLD	lactate dehydrogenase D	protein-coding
MACS_peak_519	chr10	31323632	31324014	+	53.02	NA	Intergenic	NA	-2957	NM_001143767	220929	Hs.660642	NM_182755	ENSG00000183621	ZNF438	bA330O11.1	zinc finger protein 438	protein-coding
MACS_peak_2353	chr18	20452995	20453529	+	52.95	NA	Intergenic	NA	-60029	NM_002894	5932	Hs.546282	NM_002894	ENSG00000101773	RBBP8	COM1|CTIP|JWDS|RIM|SAE2|SCKL2	RB binding protein 8, endonuclease	protein-coding
MACS_peak_4527	chr7	7845517	7846017	+	52.88	NA	intron (NM_001302350, intron 4 of 4)	NA	-87529	NM_002947	6119	Hs.487540	NM_002947	ENSG00000106399	RPA3	REPA3|RP-A p14	replication protein A3	protein-coding
MACS_peak_1520	chr14	91575312	91576035	+	52.83	NA	intron (NM_001358312, intron 1 of 13)	NA	-4684	NM_001102368	80017	Hs.309849	NM_024952	ENSG00000133943	DGLUCY	C14orf159	D-glutamate cyclase	protein-coding
MACS_peak_870	chr11	68111356	68111822	+	52.78	NA	intron (NM_002335, intron 1 of 22)	NA	31530	NM_002335	4041	Hs.6347	NM_002335	ENSG00000162337	LRP5	BMND1|EVR1|EVR4|HBM|LR3|LRP-5|LRP-7|LRP7|OPPG|OPS|OPTA1|PCLD4|VBCH2	LDL receptor related protein 5	protein-coding
MACS_peak_2341	chr18	12308386	12308952	+	52.65	NA	intron (NM_001303527, intron 1 of 2)	NA	429	NM_001303529	84617	Hs.193491	NM_032525	ENSG00000176014	TUBB6	FPVEPD|HsT1601|TUBB-5	tubulin beta 6 class V	protein-coding
MACS_peak_1718	chr15	70534180	70534719	+	52.63	NA	Intergenic	NA	-144193	NM_001105192	7090	Hs.287362	NM_005078	ENSG00000140332	TLE3	ESG|ESG3|GRG3|HsT18976	TLE family member 3, transcriptional corepressor	protein-coding
MACS_peak_4089	chr5	58696817	58697580	+	52.59	NA	intron (NM_001349243, intron 4 of 16)	NA	-44402	NM_001197219	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
MACS_peak_4125	chr5	87652608	87653053	+	52.59	NA	intron (NR_105019, intron 6 of 7)	NA	-35182	NR_105020	100505894	Hs.559426	NR_039993	ENSG00000247828	TMEM161B-AS1	linc-POLR3G-8	TMEM161B antisense RNA 1	ncRNA
MACS_peak_2931	chr2	177534437	177535096	+	52.58	NA	Intergenic	NA	32284	NR_110599	102724224	Hs.663125	NR_110599	ENSG00000224577	LINC01117	-	long intergenic non-protein coding RNA 1117	ncRNA
MACS_peak_1468	chr14	74253624	74254278	+	52.58	NA	promoter-TSS (NR_109995)	NA	-40	NM_001043318	91748	Hs.594157	NM_194278	ENSG00000156030	ELMSAN1	C14orf117|C14orf43|LSR68|MIDEAS|c14_5541	ELM2 and Myb/SANT domain containing 1	protein-coding
MACS_peak_3386	chr22	27178687	27179252	+	52.55	NA	Intergenic	NA	-77205	NR_146604	110091768	Hs.639900	NR_146604		LOC110091768	-	uncharacterized LOC110091768	ncRNA
MACS_peak_3376	chr22	24591540	24592108	+	52.52	NA	Intergenic	NA	14369	NM_019601	56241	Hs.131819	NM_019601	ENSG00000099994	SUSD2	BK65A6.2|W5C5	sushi domain containing 2	protein-coding
MACS_peak_4641	chr7	92563073	92563746	+	52.50	NA	Intergenic	NA	-97468	NM_001145306	1021	Hs.119882	NM_001259	ENSG00000105810	CDK6	MCPH12|PLSTIRE	cyclin dependent kinase 6	protein-coding
MACS_peak_2472	chr19	12659938	12660393	+	52.45	NA	intron (NM_144976, intron 1 of 3)	NA	2131	NM_144976	163050	Hs.655615	NM_144976	ENSG00000249709	ZNF564	-	zinc finger protein 564	protein-coding
MACS_peak_3787	chr3	183215233	183215775	+	52.44	NA	intron (NM_130446, intron 4 of 6)	NA	43902	NR_145763	109617007		NR_145763	ENSG00000199363	SNORA63E	-	small nucleolar RNA, H/ACA box 63E	snoRNA
MACS_peak_5082	chr9	92456154	92456599	+	52.44	NA	Intergenic	NA	201678	NR_024280	100129066	Hs.125947	NR_024280	ENSG00000237372	UNQ6494	-	uncharacterized LOC100129066	ncRNA
MACS_peak_2222	chr17	55991480	55991948	+	52.38	NA	intron (NM_001271875, intron 1 of 10)	NA	-10964	NM_001292025	404093	Hs.46679	NM_001271875	ENSG00000180891	CUEDC1	-	CUE domain containing 1	protein-coding
MACS_peak_2191	chr17	47652557	47653069	+	52.37	NA	promoter-TSS (NM_007225)	NA	-420	NM_007225	11248	Hs.55069	NM_007225	ENSG00000182575	NXPH3	NPH3	neurexophilin 3	protein-coding
MACS_peak_4282	chr6	16756852	16757415	+	52.30	NA	intron (NM_001357857, intron 1 of 8)	NA	3282	NR_152113	6310	Hs.434961	NM_000332	ENSG00000124788	ATXN1	ATX1|D6S504E|SCA1	ataxin 1	protein-coding
MACS_peak_1423	chr14	64139268	64139699	+	52.30	NA	Intergenic	NA	-30894	NM_080666	112840	Hs.655666	NM_080666	ENSG00000140006	WDR89	C14orf150|MSTP050	WD repeat domain 89	protein-coding
MACS_peak_2767	chr2	88925947	88926461	+	52.24	NA	intron (NM_004836, intron 1 of 16)	NA	778	NM_004836	9451	Hs.591589	NM_004836	ENSG00000172071	EIF2AK3	PEK|PERK|WRS	eukaryotic translation initiation factor 2 alpha kinase 3	protein-coding
MACS_peak_2211	chr17	54911437	54912286	+	52.24	NA	promoter-TSS (NM_001085430)	NA	349	NM_003647	8526	Hs.239514	NM_003647	ENSG00000153933	DGKE	AHUS7|DAGK5|DAGK6|DGK|NPHS7	diacylglycerol kinase epsilon	protein-coding
MACS_peak_4870	chr8	96219975	96220616	+	52.23	NA	intron (NR_046232, intron 2 of 2)	NA	8307	NR_046232	619344	Hs.741630	NR_046232	ENSG00000253351	LINC01298	C8orf69	long intergenic non-protein coding RNA 1298	ncRNA
MACS_peak_3507	chr3	9009541	9010182	+	52.23	NA	Intergenic	NA	-4705	NM_020165	56852	Hs.375684	NM_020165	ENSG00000070950	RAD18	RNF73	RAD18 E3 ubiquitin protein ligase	protein-coding
MACS_peak_3044	chr20	19738828	19739398	+	52.15	NA	Intergenic	NA	-128052	NM_001242581	54453	Hs.472270	NM_018993	ENSG00000132669	RIN2	MACS|RASSF4	Ras and Rab interactor 2	protein-coding
MACS_peak_2876	chr2	152419857	152420559	+	52.12	NA	exon (NM_001164508, exon 119 of 182)	NA	153792	NM_001177663	55183	Hs.536537	NM_018151	ENSG00000080345	RIF1	-	replication timing regulatory factor 1	protein-coding
MACS_peak_2764	chr2	86426571	86427218	+	52.12	NA	intron (NM_016622, intron 1 of 3)	NA	314	NM_016622	51318	Hs.433439	NM_016622	ENSG00000132313	MRPL35	L35mt|MRP-L35	mitochondrial ribosomal protein L35	protein-coding
MACS_peak_1522	chr14	91593657	91594301	+	52.12	NA	intron (NM_001286471, intron 1 of 13)	NA	1209	NR_003709	100124539	Hs.693444	NR_003709	ENSG00000221102	SNORA11B	-	small nucleolar RNA, H/ACA box 11B	snoRNA
MACS_peak_1236	chr12	124176648	124177179	+	52.12	NA	intron (NM_001143850, intron 8 of 17)	NA	-19987	NM_012463	23545	Hs.25786	NM_012463	ENSG00000185344	ATP6V0A2	A2|ARCL|ARCL2A|ATP6A2|ATP6N1D|J6B7|RTF|STV1|TJ6|TJ6M|TJ6S|VPH1|WSS	ATPase H+ transporting V0 subunit a2	protein-coding
MACS_peak_2525	chr19	33167282	33167952	+	52.12	NA	exon (NM_207391, exon 1 of 1)	NA	863	NM_207391	388531	Hs.528491	NM_207391	ENSG00000186326	RGS9BP	PERRS|R9AP|RGS9	regulator of G protein signaling 9 binding protein	protein-coding
MACS_peak_2480	chr19	15590690	15591510	+	52.12	NA	promoter-TSS (NM_052890)	NA	-788	NM_052890	114770	Hs.282244	NM_052890	ENSG00000161031	PGLYRP2	HMFT0141|PGLYRPL|PGRP-L|PGRPL|TAGL-like|tagL|tagL-alpha|tagl-beta	peptidoglycan recognition protein 2	protein-coding
MACS_peak_1829	chr16	608533	608926	+	52.12	NA	Intergenic	NA	-1665	NM_145270	146325	Hs.632220	NM_145270	ENSG00000161992	PRR35	C16orf11|LA16c-366D1.2	proline rich 35	protein-coding
MACS_peak_3235	chr21	16545187	16545959	+	52.12	NA	Intergenic	NA	-108252	NM_003489	8204	Hs.155017	NM_003489	ENSG00000180530	NRIP1	CAKUT3|RIP140	nuclear receptor interacting protein 1	protein-coding
MACS_peak_3168	chr20	50229210	50229635	+	52.12	NA	intron (NM_006045, intron 23 of 27)	NA	-50044	NM_001258294	4773	Hs.744148	NM_012340	ENSG00000101096	NFATC2	NFAT1|NFATP	nuclear factor of activated T cells 2	protein-coding
MACS_peak_1215	chr12	120517858	120518273	+	52.12	NA	intron (NM_001367886, intron 7 of 9)	NA	36492	NM_001167606	11021	Hs.524788	NM_006861	ENSG00000111737	RAB35	H-ray|RAB1C|RAY	RAB35, member RAS oncogene family	protein-coding
MACS_peak_5099	chr9	95529452	95530018	+	52.08	NA	Intergenic	NA	-2620	NM_001003800	23299	Hs.436939	NM_015250	ENSG00000185963	BICD2	SMALED2|SMALED2A|SMALED2B|bA526D8.1	BICD cargo adaptor 2	protein-coding
MACS_peak_4934	chr8	124844185	124844740	+	52.07	NA	Intergenic	NA	-19765	NM_001039112	654463	Hs.632058	NM_001039112	ENSG00000214814	FER1L6	C8ORFK23	fer-1 like family member 6	protein-coding
MACS_peak_5200	chr9	130740604	130741444	+	52.05	NA	intron (NM_001035254, intron 1 of 10)	NA	2244	NM_001035254	399665	Hs.535972	NM_203305	ENSG00000167106	FAM102A	C9orf132|EEIG1|SYM-3A|bA203J24.7	family with sequence similarity 102 member A	protein-coding
MACS_peak_4595	chr7	48706021	48706390	+	52.04	NA	Intergenic	NA	-257938	NM_152627	168448	Hs.567757	NM_152627	ENSG00000218305	CDC14C	CDC14B2|CDC14Bretro	cell division cycle 14C	protein-coding
MACS_peak_5106	chr9	96793000	96793667	+	52.03	NA	5' UTR (NM_177995, exon 1 of 10)	NA	238	NM_177995	138639	Hs.437943	NM_152422	ENSG00000158079	PTPDC1	PTP9Q22	protein tyrosine phosphatase domain containing 1	protein-coding
MACS_peak_2502	chr19	18596946	18597522	+	52.00	NA	intron (NM_006532, intron 1 of 11)	NA	35646	NM_006532	8178	Hs.515260	NM_006532	ENSG00000105656	ELL	C19orf17|ELL1|MEN|PPP1R68	elongation factor for RNA polymerase II	protein-coding
MACS_peak_4925	chr8	119633200	119633768	+	51.94	NA	intron (NR_038210, intron 1 of 4)	NA	244	NR_038210	552860	Hs.571527	NR_038210	ENSG00000281641	SAMD12-AS1	C8orf26|NCRNA00252	SAMD12 antisense RNA 1	ncRNA
MACS_peak_3053	chr20	23860591	23860952	+	51.91	NA	promoter-TSS (NM_001900)	NA	-386	NM_001900	1473	Hs.121489	NM_001900	ENSG00000170367	CST5	-	cystatin D	protein-coding
MACS_peak_3305	chr21	43739615	43739969	+	51.91	NA	Intergenic	NA	-4086	NM_003226	7033	Hs.82961	NM_003226	ENSG00000160180	TFF3	ITF|P1B|TFI	trefoil factor 3	protein-coding
MACS_peak_2477	chr19	14954959	14955307	+	51.91	NA	Intergenic	NA	-2444	NM_001005190	390892	Hs.553776	NM_001005190	ENSG00000127515	OR7A10	BC85395_3|OR19-18	olfactory receptor family 7 subfamily A member 10	protein-coding
MACS_peak_2652	chr2	20551287	20551637	+	51.91	NA	promoter-TSS (NM_001282752)	NA	552	NM_001352925	23369	Hs.467824	NM_015317	ENSG00000055917	PUM2	PUMH2|PUML2	pumilio RNA binding family member 2	protein-coding
MACS_peak_470	chr10	12542256	12542608	+	51.91	NA	intron (NM_001351032, intron 3 of 11)	NA	-78320	NR_039700	100616151		NR_039700	ENSG00000263584	MIR4480	-	microRNA 4480	ncRNA
MACS_peak_4583	chr7	45583935	45584288	+	51.91	NA	Intergenic	NA	-29628	NM_001281768	107	Hs.192215	NM_021116	ENSG00000164742	ADCY1	AC1|DFNB44	adenylate cyclase 1	protein-coding
MACS_peak_3512	chr3	9795497	9796166	+	51.91	NA	intron (NM_016827, intron 3 of 3)	NA	4203	NM_001354648	4968	Hs.380271	NM_002542	ENSG00000114026	OGG1	HMMH|HOGG1|MUTM|OGH1	8-oxoguanine DNA glycosylase	protein-coding
MACS_peak_1560	chr14	96074680	96075286	+	51.83	NA	Intergenic	NA	35084	NR_146450	100506999	Hs.112858	NR_146449	ENSG00000258390	LINC02318	-	long intergenic non-protein coding RNA 2318	ncRNA
MACS_peak_1117	chr12	64256035	64256561	+	51.82	NA	intron (NM_020762, intron 1 of 21)	NA	17818	NM_020762	57522	Hs.210751	NM_020762	ENSG00000196935	SRGAP1	ARHGAP13|NMTC2	SLIT-ROBO Rho GTPase activating protein 1	protein-coding
MACS_peak_532	chr10	43477416	43477952	+	51.80	NA	promoter-TSS (NR_126352)	NA	-729	NR_126352	104266963	Hs.559152	NR_126352	ENSG00000229630	LINC01264	-	long intergenic non-protein coding RNA 1264	ncRNA
MACS_peak_4916	chr8	115157653	115158310	+	51.79	NA	Intergenic	NA	-708813	NM_198123	114788	Hs.91381	NM_052900	ENSG00000164796	CSMD3	-	CUB and Sushi multiple domains 3	protein-coding
MACS_peak_788	chr11	14913555	14914372	+	51.79	NA	promoter-TSS (NM_024514)	NA	-212	NM_024514	120227	Hs.371427	NM_024514	ENSG00000186104	CYP2R1	-	cytochrome P450 family 2 subfamily R member 1	protein-coding
MACS_peak_1441	chr14	68722552	68723059	+	51.79	NA	intron (NM_001321817, intron 8 of 11)	NA	372699	NR_135816	100996664		NR_135816		LOC100996664	-	uncharacterized LOC100996664	ncRNA
MACS_peak_3312	chr21	43936293	43936787	+	51.79	NA	intron (NM_001320537, intron 1 of 19)	NA	2578	NM_001320537	54020	Hs.547009	NM_018964	ENSG00000160190	SLC37A1	G3PP	solute carrier family 37 member 1	protein-coding
MACS_peak_2207	chr17	49029316	49029820	+	51.76	NA	Intergenic	NA	-84229	NM_001243877	10140	Hs.703321	NM_005749	ENSG00000141232	TOB1	APRO5|APRO6|PIG49|TOB|TROB|TROB1	transducer of ERBB2, 1	protein-coding
MACS_peak_4642	chr7	93181190	93181679	+	51.74	NA	intron (NM_001164737, intron 2 of 15)	NA	7688	NM_001164738	799	Hs.489127	NM_001742	ENSG00000004948	CALCR	CRT|CT-R|CTR|CTR1	calcitonin receptor	protein-coding
MACS_peak_3207	chr20	59680228	59680722	+	51.69	NA	Intergenic	NA	26355	NR_109919	100506470	Hs.125674	NR_109919	ENSG00000229606	LINC01718	-	long intergenic non-protein coding RNA 1718	ncRNA
MACS_peak_3311	chr21	43933595	43933981	+	51.68	NA	promoter-TSS (NM_001320537)	NA	-174	NM_001320537	54020	Hs.547009	NM_018964	ENSG00000160190	SLC37A1	G3PP	solute carrier family 37 member 1	protein-coding
MACS_peak_5095	chr9	93874610	93875079	+	51.66	NA	Intergenic	NA	-6500	NR_135306	100129347	Hs.522287	NR_135306	ENSG00000229694	LINC00484	C9orf73	long intergenic non-protein coding RNA 484	ncRNA
MACS_peak_4673	chr7	103741491	103742074	+	51.55	NA	Intergenic	NA	106679	NM_002553	5001	Hs.432948	NM_002553	ENSG00000164815	ORC5	ORC5L|ORC5P|ORC5T|PPP1R117	origin recognition complex subunit 5	protein-coding
MACS_peak_4041	chr5	19734827	19735494	+	51.55	NA	intron (NM_001349562, intron 4 of 13)	NA	151221	NM_001291957	1016	Hs.317632	NM_004934	ENSG00000145526	CDH18	CDH14|CDH14L|CDH24	cadherin 18	protein-coding
MACS_peak_1883	chr16	10688290	10688864	+	51.52	NA	Intergenic	NA	-14122	NM_001424	2013	Hs.531561	NM_001424	ENSG00000213853	EMP2	XMP	epithelial membrane protein 2	protein-coding
MACS_peak_543	chr10	44168035	44168502	+	51.49	NA	intron (NR_038867, intron 4 of 4)	NA	-23939	NM_006973	7580	Hs.522885	NM_006973	ENSG00000169740	ZNF32	KOX30	zinc finger protein 32	protein-coding
MACS_peak_1727	chr15	71586531	71587072	+	51.48	NA	intron (NM_024817, intron 5 of 16)	NA	-105403	NR_120350	101929196	Hs.680472	NR_120348		THSD4-AS1	-	THSD4 antisense RNA 1	ncRNA
MACS_peak_4888	chr8	101322191	101323058	+	51.46	NA	promoter-TSS (NM_183419)	NA	-443	NM_183419	25897	Hs.292882	NM_015435	ENSG00000034677	RNF19A	RNF19	ring finger protein 19A, RBR E3 ubiquitin protein ligase	protein-coding
MACS_peak_3678	chr3	122655890	122656358	+	51.41	NA	intron (NM_001256348, intron 4 of 21)	NA	38857	NM_001256347	54437	Hs.210870	NM_018987	ENSG00000082684	SEMA5B	SEMAG|SemG	semaphorin 5B	protein-coding
MACS_peak_2934	chr2	178026495	178026988	+	51.40	NA	Intergenic	NA	50398	NR_157853	105373759		NR_157853		LOC105373759	-	uncharacterized LOC105373759	ncRNA
MACS_peak_2908	chr2	169466224	169466614	+	51.39	NA	intron (NM_203463, intron 3 of 9)	NA	26966	NR_039933	100616356		NR_039933	ENSG00000265694	MIR4774	-	microRNA 4774	ncRNA
MACS_peak_1452	chr14	69801981	69802450	+	51.38	NA	intron (NM_020692, intron 9 of 15)	NA	62801	NM_004450	2079	Hs.509791	NM_004450	ENSG00000100632	ERH	DROER	ERH mRNA splicing and mitosis factor	protein-coding
MACS_peak_3644	chr3	71257787	71258248	+	51.38	NA	intron (NR_146142, intron 5 of 19)	NA	36211	NM_001244814	27086	Hs.59368	NM_032682	ENSG00000114861	FOXP1	12CC4|HSPC215|MFH|QRF1|hFKH1B	forkhead box P1	protein-coding
MACS_peak_3532	chr3	14718443	14718923	+	51.37	NA	intron (NM_001184957, intron 1 of 16)	NA	2035	NM_032137	84077	Hs.661452	NM_032137	ENSG00000131379	C3orf20	-	chromosome 3 open reading frame 20	protein-coding
MACS_peak_4011	chr4	183689696	183690174	+	51.35	NA	intron (NM_001080477, intron 22 of 27)	NA	148471	NM_001351743	1635	Hs.183850	NM_001921	ENSG00000129187	DCTD	-	dCMP deaminase	protein-coding
MACS_peak_4062	chr5	36040832	36041408	+	51.35	NA	intron (NR_031764, intron 3 of 5)	NA	25864	NM_001168316	167127	Hs.348941	NM_174914	ENSG00000168671	UGT3A2	-	UDP glycosyltransferase family 3 member A2	protein-coding
MACS_peak_1864	chr16	3431206	3431668	+	51.31	NA	TTS (NM_001324344)	NA	-8769	NM_001190476	100463285		NM_001190476	ENSG00000232196	MTRNR2L4	HN4	MT-RNR2 like 4	protein-coding
MACS_peak_833	chr11	47494362	47494732	+	51.26	NA	intron (NM_006560, intron 12 of 13)	NA	16029	NM_001025596	10658	Hs.595333	NM_006560	ENSG00000149187	CELF1	BRUNOL2|CUG-BP|CUGBP|CUGBP1|EDEN-BP|NAB50|NAPOR|hNab50	CUGBP Elav-like family member 1	protein-coding
MACS_peak_2621	chr2	9308208	9308786	+	51.24	NA	Intergenic	NA	-38397	NM_001135191	8853	Hs.555902	NM_003887	ENSG00000151693	ASAP2	AMAP2|CENTB3|DDEF2|PAG3|PAP|Pap-alpha|SHAG1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	protein-coding
MACS_peak_4534	chr7	16961507	16961834	+	51.23	NA	Intergenic	NA	-40063	NM_176813	155465	Hs.100686	NM_176813	ENSG00000173467	AGR3	AG-3|AG3|BCMP11|HAG3|PDIA18|hAG-3	anterior gradient 3, protein disulphide isomerase family member	protein-coding
MACS_peak_2684	chr2	38323303	38323778	+	51.23	NA	Intergenic	NA	-20217	NM_000104	1545	Hs.154654	NM_000104	ENSG00000138061	CYP1B1	ASGD6|CP1B|CYPIB1|GLC3A|P4501B1	cytochrome P450 family 1 subfamily B member 1	protein-coding
MACS_peak_2958	chr2	202904299	202904763	+	51.16	NA	Intergenic	NA	5221	NM_003507	8324	Hs.173859	NM_003507	ENSG00000155760	FZD7	FzE3	frizzled class receptor 7	protein-coding
MACS_peak_4604	chr7	64402913	64403480	+	51.11	NA	Intergenic	NA	39576	NM_021148	10793	Hs.520889	NM_021148	ENSG00000198039	ZNF273	HZF9	zinc finger protein 273	protein-coding
MACS_peak_3222	chr20	62283523	62283988	+	51.09	NA	intron (NR_075070, intron 1 of 4)	NA	364	NM_001276310	50861	Hs.639609	NM_015894	ENSG00000197457	STMN3	SCLIP	stathmin 3	protein-coding
MACS_peak_127	chr1	40782020	40782485	+	51.09	NA	intron (NM_001852, intron 1 of 31)	NA	706	NM_001852	1298	Hs.418012	NM_001852	ENSG00000049089	COL9A2	DJ39G22.4|EDM2|MED|STL5	collagen type IX alpha 2 chain	protein-coding
MACS_peak_1375	chr14	38650229	38650754	+	51.06	NA	Intergenic	NA	-26618	NM_001049	6751	Hs.248160	NM_001049	ENSG00000139874	SSTR1	SRIF-2|SS-1-R|SS1-R|SS1R	somatostatin receptor 1	protein-coding
MACS_peak_1662	chr15	51591896	51592441	+	51.05	NA	intron (NM_000103, intron 1 of 9)	NA	-11633	NM_001347250	1588	Hs.260074	NM_000103	ENSG00000137869	CYP19A1	ARO|ARO1|CPV1|CYAR|CYP19|CYPXIX|P-450AROM	cytochrome P450 family 19 subfamily A member 1	protein-coding
MACS_peak_1722	chr15	71371346	71371894	+	51.04	NA	Intergenic	NA	-62168	NM_024817	79875	Hs.387057	NM_024817	ENSG00000187720	THSD4	ADAMTSL-6|ADAMTSL6|FVSY9334|PRO34005	thrombospondin type 1 domain containing 4	protein-coding
MACS_peak_441	chr10	563119	563658	+	51.02	NA	intron (NM_014974, intron 1 of 36)	NA	-111116	NR_147612	101930421	Hs.654707	NR_147612	ENSG00000225140	LOC101930421	-	uncharacterized LOC101930421	ncRNA
MACS_peak_1778	chr15	87058941	87059282	+	51.01	NA	intron (NM_152336, intron 18 of 24)	NA	-198912	NR_046012	727915	Hs.451281	NR_046012	ENSG00000260125	AGBL1-AS1	-	AGBL1 antisense RNA 1	ncRNA
MACS_peak_1730	chr15	71741296	71741598	+	51.01	NA	intron (NM_024817, intron 6 of 16)	NA	-98128	NM_001286429	79875	Hs.387057	NM_024817	ENSG00000187720	THSD4	ADAMTSL-6|ADAMTSL6|FVSY9334|PRO34005	thrombospondin type 1 domain containing 4	protein-coding
MACS_peak_1186	chr12	111806559	111806849	+	51.01	NA	intron (NM_144671, intron 1 of 2)	NA	195	NM_001177996	144717	Hs.173088	NM_144671	ENSG00000198324	PHETA1	FAM109A|IPIP27A|SES1	PH domain containing endocytic trafficking adaptor 1	protein-coding
MACS_peak_4672	chr7	102633491	102633825	+	51.01	NA	intron (NR_105043, intron 7 of 20)	NA	19781	NM_001085386	58160	Hs.621233	NM_001085386	ENSG00000230257	NFE4	NF-E4	nuclear factor, erythroid 4	protein-coding
MACS_peak_1118	chr12	64379007	64379297	+	51.01	NA	intron (NM_020762, intron 2 of 21)	NA	140672	NM_020762	57522	Hs.210751	NM_020762	ENSG00000196935	SRGAP1	ARHGAP13|NMTC2	SLIT-ROBO Rho GTPase activating protein 1	protein-coding
MACS_peak_941	chr11	78131724	78132306	+	50.90	NA	Intergenic	NA	-3149	NM_080491	9846	Hs.429434	NM_012296	ENSG00000033327	GAB2	-	GRB2 associated binding protein 2	protein-coding
MACS_peak_3635	chr3	66024963	66025498	+	50.87	NA	promoter-TSS (NM_004742)	NA	-637	NM_001033057	9223	Hs.476636	NM_004742	ENSG00000151276	MAGI1	AIP-3|AIP3|BAIAP1|BAP-1|BAP1|MAGI-1|MAGI-1b|Magi1d|TNRC19|WWP3	membrane associated guanylate kinase, WW and PDZ domain containing 1	protein-coding
MACS_peak_3991	chr4	148668302	148668808	+	50.81	NA	intron (NM_024605, intron 1 of 22)	NA	15316	NM_024605	79658	Hs.368631	NM_024605	ENSG00000071205	ARHGAP10	GRAF2|PS-GAP|PSGAP	Rho GTPase activating protein 10	protein-coding
MACS_peak_3885	chr4	28168959	28169428	+	50.80	NA	Intergenic	NA	-652011	NR_036237	100422937		NR_036237	ENSG00000283275	MIR4275	-	microRNA 4275	ncRNA
MACS_peak_1003	chr11	118491399	118491886	+	50.79	NA	intron (NM_001144759, intron 4 of 20)	NA	13312	NM_001144758	23187	Hs.504062	NM_015157	ENSG00000019144	PHLDB1	LL5A	pleckstrin homology like domain family B member 1	protein-coding
MACS_peak_1652	chr15	44049006	44049382	+	50.71	NA	intron (NM_005313, intron 3 of 12)	NA	10558	NM_005313	2923	Hs.591095	NM_005313	ENSG00000167004	PDIA3	ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC	protein disulfide isomerase family A member 3	protein-coding
