PeakID (cmd=annotatePeaks.pl ESR1_T2D.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_324	chr15	97901414	97901580	+	53.47	NA	Intergenic	NA	163544	NR_120324	101927286	Hs.611279	NR_120324	ENSG00000259664	LINC02254	-	long intergenic non-protein coding RNA 2254	ncRNA
MACS_peak_777	chr6	13747975	13748160	+	53.47	NA	Intergenic	NA	-36000	NM_005493	10048	Hs.708182	NM_005493	ENSG00000010017	RANBP9	BPM-L|BPM90|RANBPM|RanBP7	RAN binding protein 9	protein-coding
MACS_peak_318	chr15	81587741	81587933	+	53.47	NA	exon (NM_001352684, exon 13 of 20)	NA	-1474	NM_004513	3603	Hs.459095	NM_004513	ENSG00000172349	IL16	LCF|NIL16|PRIL16|prIL-16	interleukin 16	protein-coding
MACS_peak_422	chr18	26740160	26740334	+	53.47	NA	Intergenic	NA	-983153	NM_001792	1000	Hs.464829	NM_001792	ENSG00000170558	CDH2	CD325|CDHN|CDw325|NCAD	cadherin 2	protein-coding
MACS_peak_284	chr14	105131919	105132109	+	53.47	NA	promoter-TSS (NR_135293)	NA	-119	NR_135293	101929634	Hs.532502	NR_135293	ENSG00000260792	LINC02280	-	long intergenic non-protein coding RNA 2280	ncRNA
MACS_peak_191	chr12	66391628	66391809	+	53.47	NA	Intergenic	NA	25788	NR_106722	102464827		NR_106722	ENSG00000276878	MIR6074	hsa-mir-6074	microRNA 6074	ncRNA
MACS_peak_461	chr2	6863799	6863970	+	53.47	NA	Intergenic	NA	46558	NR_038369	400941	Hs.446195	NM_001001695	ENSG00000205837	LINC00487	-	long intergenic non-protein coding RNA 487	ncRNA
MACS_peak_234	chr14	24134697	24134892	+	53.47	NA	Intergenic	NA	29221	NM_005794	10202	Hs.272499	NM_005794	ENSG00000100867	DHRS2	HEP27|SDR25C1	dehydrogenase/reductase 2	protein-coding
MACS_peak_64	chr1	199986069	199986258	+	53.47	NA	Intergenic	NA	-10675	NM_003822	2494	Hs.33446	NM_003822	ENSG00000116833	NR5A2	B1F|B1F2|CPF|FTF|FTZ-F1|FTZ-F1beta|LRH-1|LRH1|hB1F-2	nuclear receptor subfamily 5 group A member 2	protein-coding
MACS_peak_722	chr4	110010586	110010777	+	53.47	NA	intron (NM_198721, intron 3 of 36)	NA	213133	NM_032518	84570	Hs.658842	NM_032518	ENSG00000188517	COL25A1	AMY|CFEOM5|CLAC|CLAC-P|CLACP	collagen type XXV alpha 1 chain	protein-coding
MACS_peak_103	chr10	43455181	43455336	+	53.47	NA	Intergenic	NA	21697	NR_126352	104266963	Hs.559152	NR_126352	ENSG00000229630	LINC01264	-	long intergenic non-protein coding RNA 1264	ncRNA
MACS_peak_321	chr15	90527843	90528036	+	53.47	NA	Intergenic	NA	-16617	NM_198526	374655	Hs.459311	NM_198526	ENSG00000140548	ZNF710	-	zinc finger protein 710	protein-coding
MACS_peak_641	chr3	38045940	38046138	+	53.47	NA	intron (NM_001370264, intron 13 of 16)	NA	10410	NM_001370265	50853	Hs.103665	NM_015873	ENSG00000136059	VILL	-	villin like	protein-coding
MACS_peak_163	chr11	83380230	83380424	+	53.47	NA	intron (NM_001142699, intron 18 of 27)	NA	13141	NM_001142702	1740	Hs.367656	NM_001364	ENSG00000150672	DLG2	PPP1R58|PSD-93|PSD93|chapsyn-110	discs large MAGUK scaffold protein 2	protein-coding
MACS_peak_286	chr14	106315074	106315270	+	53.47	NA	Intergenic	NA	9172	NR_039730	100616135		NR_039730	ENSG00000264024	MIR4507	-	microRNA 4507	ncRNA
MACS_peak_818	chr7	9583627	9583795	+	53.47	NA	Intergenic	NA	-90189	NR_002790	168741	Hs.545134	NR_002790		PER4	-	period circadian regulator 3 pseudogene	pseudo
MACS_peak_337	chr16	20967873	20968063	+	53.47	NA	intron (NM_017539, intron 54 of 61)	NA	55384	NM_001369644	57149	Hs.745012	NM_020424	ENSG00000102897	LYRM1	A211C6.1	LYR motif containing 1	protein-coding
MACS_peak_883	chr8	98867672	98867860	+	53.47	NA	Intergenic	NA	-13526	NM_030583	4147	Hs.189445	NM_002380	ENSG00000132561	MATN2	-	matrilin 2	protein-coding
MACS_peak_733	chr4	190601987	190602155	+	53.47	NA	TTS (NR_135513)	NA	3102	NR_135513	105379514	Hs.543309	NR_135513		LOC105379514	-	uncharacterized LOC105379514	ncRNA
MACS_peak_655	chr3	76489288	76489443	+	53.47	NA	Intergenic	NA	-599885	NM_002942	6092	Hs.13305	NM_002942	ENSG00000185008	ROBO2	SAX3	roundabout guidance receptor 2	protein-coding
MACS_peak_116	chr10	80864899	80865084	+	53.47	NA	intron (NM_020338, intron 1 of 24)	NA	36268	NM_020338	57178	Hs.193118	NM_020338	ENSG00000108175	ZMIZ1	MIZ|RAI17|TRAFIP10|ZIMP10	zinc finger MIZ-type containing 1	protein-coding
MACS_peak_693	chr3	185758125	185758295	+	53.47	NA	Intergenic	NA	68668	NM_004454	2119	Hs.43697	NM_004454	ENSG00000244405	ETV5	ERM	ETS variant 5	protein-coding
MACS_peak_597	chr21	43139952	43140123	+	53.47	NA	Intergenic	NA	3441	NR_024028	54089	Hs.98186	NR_024028	ENSG00000232401	LINC00112	C21orf22|NCRNA00112	long intergenic non-protein coding RNA 112	ncRNA
MACS_peak_506	chr2	127703432	127703622	+	53.47	NA	Intergenic	NA	47061	NM_001322244	101929926	Hs.98984	NM_001322244	ENSG00000237524	TEX51	-	testis expressed 51	protein-coding
MACS_peak_49	chr1	170908027	170908205	+	53.47	NA	intron (NM_025063, intron 1 of 14)	NA	3441	NM_025063	80133	Hs.591489	NM_025063	ENSG00000117501	MROH9	ARMC11|C1orf129	maestro heat like repeat family member 9	protein-coding
MACS_peak_381	chr17	38346404	38346566	+	53.47	NA	intron (NM_001303534, intron 6 of 14)	NA	-3364	NR_106927	102465523		NR_106927	ENSG00000274621	MIR6867	hsa-mir-6867	microRNA 6867	ncRNA
MACS_peak_852	chr7	98330817	98330992	+	53.47	NA	Intergenic	NA	84307	NM_002523	4885	Hs.3281	NM_002523	ENSG00000106236	NPTX2	NARP|NP-II|NP2	neuronal pentraxin 2	protein-coding
MACS_peak_128	chr10	111528462	111528622	+	53.47	NA	Intergenic	NA	154462	NM_001324136	7511	Hs.390623	NM_020383	ENSG00000108039	XPNPEP1	APP1|SAMP|XPNPEP|XPNPEPL|XPNPEPL1	X-prolyl aminopeptidase 1	protein-coding
MACS_peak_747	chr5	36459569	36459720	+	53.38	NA	Intergenic	NA	-146813	NM_001166696	6507	Hs.481918	NM_004172	ENSG00000079215	SLC1A3	EA6|EAAT1|GLAST|GLAST1	solute carrier family 1 member 3	protein-coding
MACS_peak_582	chr20	55780249	55781162	+	53.35	NA	intron (NM_001719, intron 2 of 6)	NA	-8047	NR_110631	102723590	Hs.667674	NR_110631		BMP7-AS1	-	BMP7 antisense RNA 1	ncRNA
MACS_peak_561	chr20	40554251	40554381	+	53.33	NA	Intergenic	NA	-307300	NM_032221	84181	Hs.740645	NM_032221	ENSG00000124177	CHD6	CHD-6|CHD5|RIGB	chromodomain helicase DNA binding protein 6	protein-coding
MACS_peak_690	chr3	177964612	177964801	+	53.28	NA	Intergenic	NA	-172283	NR_046786	100874330	Hs.201902	NR_046786	ENSG00000223941	LINC01014	KCNMB2-IT1	long intergenic non-protein coding RNA 1014	ncRNA
MACS_peak_891	chr8	105064969	105065179	+	53.26	NA	intron (NM_001348499, intron 19 of 23)	NA	-170489	NM_001282882	9699	Hs.655271	NM_014677	ENSG00000176406	RIMS2	OBOE|RAB3IP3|RIM2	regulating synaptic membrane exocytosis 2	protein-coding
MACS_peak_892	chr8	105742404	105742577	+	53.21	NA	Intergenic	NA	-141238	NM_001135703	29967	Hs.600630	NM_013437	ENSG00000147650	LRP12	MIG13A|ST7	LDL receptor related protein 12	protein-coding
MACS_peak_63	chr1	192609270	192609432	+	53.18	NA	intron (NM_002927, intron 3 of 6)	NA	4074	NM_144766	6003	Hs.497220	NM_002927	ENSG00000127074	RGS13	-	regulator of G protein signaling 13	protein-coding
MACS_peak_66	chr1	204732752	204733024	+	53.10	NA	Intergenic	NA	-64892	NM_001365986	23114	Hs.13349	NM_015090	ENSG00000163531	NFASC	NEDCPMD|NF|NRCAML	neurofascin	protein-coding
MACS_peak_99	chr10	39151092	39151277	+	53.10	NA	Intergenic	NA	161457	NR_045000	399746	Hs.742607	NR_045000		ACTR3BP5	FKSG74	ACTR3B pseudogene 5	pseudo
MACS_peak_968	chrX	40377407	40377646	+	53.10	NA	Intergenic	NA	-62696	NM_005765	10159	Hs.495960	NM_005765	ENSG00000182220	ATP6AP2	APT6M8-9|ATP6IP2|ATP6M8-9|ELDF10|HT028|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS	ATPase H+ transporting accessory protein 2	protein-coding
MACS_peak_680	chr3	160818702	160818972	+	53.10	NA	intron (NM_001349155, intron 3 of 4)	NA	3683	NM_001349161	8706	Hs.418062	NM_003781	ENSG00000169255	B3GALNT1	B3GALT3|GLCT3|GLOB|Gb4Cer|P|P1|beta3Gal-T3|galT3	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	protein-coding
MACS_peak_653	chr3	75718307	75718494	+	53.10	NA	Intergenic	NA	-3032	NR_040005	401074	Hs.528540	NR_040004	ENSG00000242516	LINC00960	-	long intergenic non-protein coding RNA 960	ncRNA
MACS_peak_771	chr5	174178630	174178911	+	53.10	NA	promoter-TSS (NR_039777)	NA	33	NR_039777	100616202		NR_039777	ENSG00000266890	MIR4634	-	microRNA 4634	ncRNA
MACS_peak_637	chr3	17472108	17472319	+	53.10	NA	intron (NM_001349079, intron 4 of 22)	NA	269299	NM_001134381	9779	Hs.475629	NM_014744	ENSG00000131374	TBC1D5	-	TBC1 domain family member 5	protein-coding
MACS_peak_242	chr14	60833329	60833523	+	53.08	NA	Intergenic	NA	43512	NR_146481	101927729		NR_146481	ENSG00000258556	LINC02322	-	long intergenic non-protein coding RNA 2322	ncRNA
MACS_peak_805	chr6	126038647	126038807	+	53.07	NA	non-coding (NR_038906, exon 4 of 4)	NA	-32051	NM_012259	23493	Hs.144287	NM_012259	ENSG00000135547	HEY2	CHF1|GRIDLOCK|GRL|HERP1|HESR2|HRT2|bHLHb32	hes related family bHLH transcription factor with YRPW motif 2	protein-coding
MACS_peak_518	chr2	158137214	158137412	+	53.06	NA	intron (NM_001329868, intron 2 of 10)	NA	23096	NM_001329868	11227	Hs.269027	NM_014568	ENSG00000136542	GALNT5	GALNAC-T5|GALNACT5	polypeptide N-acetylgalactosaminyltransferase 5	protein-coding
MACS_peak_153	chr11	68868067	68868198	+	53.05	NA	Intergenic	NA	17488	NR_036122	100422846		NR_036122	ENSG00000265539	MIR3164	-	microRNA 3164	ncRNA
MACS_peak_237	chr14	38336587	38336761	+	53.05	NA	Intergenic	NA	34655	NR_135286	400208	Hs.660501	NR_135286	ENSG00000259091	LINC00517	C14orf26	long intergenic non-protein coding RNA 517	ncRNA
MACS_peak_514	chr2	150279551	150279868	+	53.05	NA	intron (NM_194317, intron 1 of 4)	NA	92608	NM_194317	130574	Hs.21929	NM_194317	ENSG00000187123	LYPD6	-	LY6/PLAUR domain containing 6	protein-coding
MACS_peak_740	chr5	12530511	12530680	+	52.92	NA	Intergenic	NA	-44374	NR_033383	404663	Hs.552273	NR_033383		LINC01194	CT49|TAG	long intergenic non-protein coding RNA 1194	ncRNA
MACS_peak_881	chr8	95968795	95968983	+	52.90	NA	intron (NR_148904, intron 2 of 5)	NA	7101	NR_148909	137682	Hs.435500	NM_152416	ENSG00000156170	NDUFAF6	C8orf38|MC1DN17	NADH:ubiquinone oxidoreductase complex assembly factor 6	protein-coding
MACS_peak_338	chr16	22664228	22664467	+	52.88	NA	Intergenic	NA	107328	NR_003676	653786	Hs.564945	NR_003676	ENSG00000257838	OTOAP1	-	OTOA pseudogene 1	pseudo
MACS_peak_209	chr12	116933109	116933387	+	52.86	NA	Intergenic	NA	-37979	NR_027345	100287569	Hs.441601	NM_207436	ENSG00000196668	LINC00173	NCRNA00173	long intergenic non-protein coding RNA 173	ncRNA
MACS_peak_147	chr11	47296313	47296498	+	52.83	NA	exon (NM_001135943, exon 3 of 33)	NA	-2744	NR_120569	101928943	Hs.664956	NR_120568	ENSG00000256746	LOC101928943	-	uncharacterized LOC101928943	ncRNA
MACS_peak_59	chr1	183818446	183818600	+	52.83	NA	intron (NM_001297670, intron 3 of 17)	NA	44269	NM_001297672	23179	Hs.497148	NM_015149	ENSG00000143344	RGL1	RGL	ral guanine nucleotide dissociation stimulator like 1	protein-coding
MACS_peak_902	chr8	128075479	128075649	+	52.75	NA	Intergenic	NA	-16555	NR_109833	101867536	Hs.652970	NR_109833	ENSG00000282961	PRNCR1	CARLo-3|PCAT8	prostate cancer associated non-coding RNA 1	ncRNA
MACS_peak_35	chr1	115671997	115672159	+	52.73	NA	Intergenic	NA	-39954	NM_005725	10100	Hs.310458	NM_005725	ENSG00000134198	TSPAN2	NET3|TSN2|TSPAN-2	tetraspanin 2	protein-coding
MACS_peak_636	chr3	15334435	15334606	+	52.59	NA	intron (NM_004844, intron 3 of 8)	NA	38829	NR_046084	100505696	Hs.745026	NR_046084	ENSG00000224660	SH3BP5-AS1	-	SH3BP5 antisense RNA 1	ncRNA
MACS_peak_986	chrY	13651325	13651414	+	52.50	NA	Intergenic	NA	882020	NR_033667	352887	Hs.546221	NR_033667	ENSG00000206159	GYG2P1	GYG2P	glycogenin 2 pseudogene 1	pseudo
MACS_peak_715	chr4	87515094	87515278	+	52.48	NA	promoter-TSS (NM_080685)	NA	-282	NM_006264	5783	Hs.436142	NM_006264	ENSG00000163629	PTPN13	FAP-1|PNP1|PTP-BAS|PTP-BL|PTP1E|PTPL1|PTPLE|hPTP1E	protein tyrosine phosphatase non-receptor type 13	protein-coding
MACS_peak_314	chr15	76603401	76603616	+	52.45	NA	intron (NM_000126, intron 1 of 11)	NA	302	NM_000126	2108	Hs.39925	NM_000126	ENSG00000140374	ETFA	EMA|GA2|MADD	electron transfer flavoprotein subunit alpha	protein-coding
MACS_peak_819	chr7	14429884	14430072	+	52.39	NA	intron (NM_001350723, intron 21 of 25)	NA	-398928	NM_001163148	2115	Hs.22634	NM_004956	ENSG00000006468	ETV1	ER81	ETS variant 1	protein-coding
MACS_peak_200	chr12	94091776	94092070	+	52.34	NA	intron (NM_001320100, intron 2 of 2)	NA	19378	NM_001330126	8738	Hs.38533	NM_003805	ENSG00000169372	CRADD	MRT34|RAIDD	CASP2 and RIPK1 domain containing adaptor with death domain	protein-coding
MACS_peak_349	chr16	71097872	71098048	+	52.32	NA	intron (NM_001270974, intron 16 of 85)	NA	166665	NM_001198542	54768	Hs.351914	NM_017558	ENSG00000157423	HYDIN	CILD5|HYDIN1|HYDIN2|PPP1R31	HYDIN axonemal central pair apparatus protein	protein-coding
MACS_peak_629	chr3	3374820	3375012	+	52.31	NA	Intergenic	NA	-153515	NM_016302	51185	Hs.18925	NM_016302	ENSG00000113851	CRBN	MRT2|MRT2A	cereblon	protein-coding
MACS_peak_632	chr3	6180778	6180940	+	52.29	NA	Intergenic	NA	666277	NR_110123	101927347	Hs.333345	NR_110123	ENSG00000226258	GRM7-AS3	-	GRM7 antisense RNA 3	ncRNA
MACS_peak_106	chr10	53830284	53830454	+	52.29	NA	intron (NM_001098512, intron 7 of 17)	NA	243519	NR_038277	100506939	Hs.584791	NR_038277		PRKG1-AS1	-	PRKG1 antisense RNA 1	ncRNA
MACS_peak_281	chr14	104346355	104346580	+	52.28	NA	Intergenic	NA	32409	NR_038436	145216	Hs.578091	NR_038436	ENSG00000258735	LINC00637	-	long intergenic non-protein coding RNA 637	ncRNA
MACS_peak_909	chr8	130437012	130437185	+	52.27	NA	intron (NR_130919, intron 1 of 3)	NA	59290	NR_037457	100500839		NR_037457	ENSG00000263763	MIR3686	-	microRNA 3686	ncRNA
MACS_peak_141	chr11	15637090	15637263	+	52.27	NA	Intergenic	NA	-28255	NM_001293172	102724957	Hs.512245	NM_001293172		LOC102724957	-	uncharacterized LOC102724957	protein-coding
MACS_peak_152	chr11	68714227	68714410	+	52.26	NA	Intergenic	NA	34137	NM_198923	116512	Hs.527802	NM_198923	ENSG00000172938	MRGPRD	MRGD|TGR7	MAS related GPR family member D	protein-coding
MACS_peak_841	chr7	70769546	70769735	+	52.24	NA	intron (NM_022479, intron 1 of 10)	NA	-3020	NR_037479	100500920		NR_037479	ENSG00000283278	MIR3914-2	-	microRNA 3914-2	ncRNA
MACS_peak_403	chr17	61830185	61830433	+	52.22	NA	intron (NM_020198, intron 9 of 12)	NA	-10963	NM_001363786	92335	Hs.514402	NM_153335	ENSG00000266173	STRADA	LYK5|NY-BR-96|PMSE|STRAD|STRAD alpha|Stlk	STE20 related adaptor alpha	protein-coding
MACS_peak_229	chr13	87874352	87874562	+	52.15	NA	Intergenic	NA	310282	NR_132371	106144533	Hs.525107	NR_132371		LINC00430	-	long intergenic non-protein coding RNA 430	ncRNA
MACS_peak_600	chr21	45474767	45474938	+	52.13	NA	intron (NM_003274, intron 4 of 22)	NA	-19353	NM_001351709	7109	Hs.126221	NM_003274	ENSG00000160218	TRAPPC10	EHOC-1|EHOC1|GT334|TMEM1|TRS130|TRS30	trafficking protein particle complex 10	protein-coding
MACS_peak_137	chr10	135500676	135500880	+	52.12	NA	Intergenic	NA	-60479	NM_001080998	441581	Hs.690471	NM_001080998	ENSG00000225899	FRG2B	-	FSHD region gene 2 family member B	protein-coding
MACS_peak_673	chr3	150562513	150562693	+	52.11	NA	Intergenic	NA	60623	NM_001351281	646951	Hs.380222	NM_001351281		MINDY4B	C3orf76|FAM188B2	MINDY family member 4B	protein-coding
MACS_peak_468	chr2	13071675	13071825	+	51.92	NA	Intergenic	NA	75388	NR_038434	100506474	Hs.242196	NR_038434	ENSG00000225649	LOC100506474	-	uncharacterized LOC100506474	ncRNA
MACS_peak_249	chr14	70547738	70547926	+	51.88	NA	promoter-TSS (NM_182936)	NA	-898	NM_182936	6547	Hs.337696	NM_033262	ENSG00000100678	SLC8A3	NCX3	solute carrier family 8 member A3	protein-coding
MACS_peak_829	chr7	52771890	52772060	+	51.84	NA	Intergenic	NA	-331351	NM_182595	285877	Hs.381970	NM_182595	ENSG00000221900	POM121L12	-	POM121 transmembrane nucleoporin like 12	protein-coding
MACS_peak_267	chr14	89897114	89897269	+	51.82	NA	intron (NM_001085471, intron 1 of 6)	NA	13493	NR_036500	400236	Hs.585207	NR_036500	ENSG00000258920	FOXN3-AS1	-	FOXN3 antisense RNA 1	ncRNA
MACS_peak_903	chr8	128629209	128629445	+	51.81	NA	Intergenic	NA	116886	NR_117102	100270680	Hs.333720	NR_117101	ENSG00000249375	CASC11	CARLO7|CARLo-7|LINC00990|TCONS_00014535	cancer susceptibility 11	ncRNA
MACS_peak_531	chr2	179025388	179025541	+	51.77	NA	Intergenic	NA	-33744	NM_001201482	114880	Hs.318775	NM_032523	ENSG00000079156	OSBPL6	ORP6	oxysterol binding protein like 6	protein-coding
MACS_peak_898	chr8	118766239	118766435	+	51.74	NA	Intergenic	NA	166815	NR_145799	109623457		NR_145799		SNORD168	-	small nucleolar RNA, C/D box 168	snoRNA
MACS_peak_358	chr16	82856538	82856724	+	51.69	NA	intron (NR_110938, intron 1 of 2)	NA	49707	NR_110938	101928446	Hs.684007	NR_110938	ENSG00000260862	LOC101928446	-	uncharacterized LOC101928446	ncRNA
MACS_peak_822	chr7	30508257	30508450	+	51.66	NA	intron (NM_001354849, intron 1 of 12)	NA	10047	NM_006092	10392	Hs.405153	NM_006092	ENSG00000106100	NOD1	CARD4|CLR7.1|NLRC1	nucleotide binding oligomerization domain containing 1	protein-coding
MACS_peak_258	chr14	77607591	77607771	+	51.63	NA	promoter-TSS (NM_001364172)	NA	453	NM_174976	283576	Hs.525485	NM_174976	ENSG00000177108	ZDHHC22	C14orf59	zinc finger DHHC-type containing 22	protein-coding
MACS_peak_477	chr2	31004440	31004617	+	51.63	NA	intron (NM_144575, intron 2 of 22)	NA	25784	NM_144575	92291	Hs.660911	NM_144575	ENSG00000162949	CAPN13	-	calpain 13	protein-coding
MACS_peak_959	chr9	134476686	134476863	+	51.63	NA	intron (NM_198679, intron 12 of 23)	NA	55864	NM_001365666	642515		NM_001365666	ENSG00000283526	PRRT1B	DSPD2|IFITMD8	proline rich transmembrane protein 1B	protein-coding
MACS_peak_492	chr2	86074613	86074790	+	51.63	NA	intron (NM_001354247, intron 3 of 6)	NA	6593	NM_001354248	8869	Hs.415117	NM_003896	ENSG00000115525	ST3GAL5	SATI|SIAT9|SIATGM3S|SPDRS|ST3Gal V|ST3GalV	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	protein-coding
MACS_peak_820	chr7	18838155	18838316	+	51.60	NA	intron (NM_001321897, intron 17 of 25)	NA	289342	NM_001204148	9734	Hs.196054	NM_014707	ENSG00000048052	HDAC9	HD7|HD7b|HD9|HDAC|HDAC7|HDAC7B|HDAC9B|HDAC9FL|HDRP|MITR	histone deacetylase 9	protein-coding
MACS_peak_73	chr10	2769055	2769252	+	51.60	NA	Intergenic	NA	-225499	NR_136146	105376351	Hs.343482	NR_136146		LINC02645	-	long intergenic non-protein coding RNA 2645	ncRNA
MACS_peak_686	chr3	169666876	169667090	+	51.56	NA	non-coding (NR_027622, exon 2 of 2)	NA	17539	NR_024409	100128164	Hs.633070	NR_024409	ENSG00000239219	LOC100128164	-	four and a half LIM domains 1 pseudogene	pseudo
MACS_peak_517	chr2	157499824	157499976	+	51.55	NA	Intergenic	NA	207009	NM_000408	2820	Hs.512382	NM_000408	ENSG00000115159	GPD2	GDH2|GPDM|mGPDH	glycerol-3-phosphate dehydrogenase 2	protein-coding
MACS_peak_581	chr20	55742668	55743445	+	51.50	NA	TTS (NM_001719)	NA	-45696	NR_110631	102723590	Hs.667674	NR_110631		BMP7-AS1	-	BMP7 antisense RNA 1	ncRNA
MACS_peak_562	chr20	41262801	41262983	+	51.48	NA	intron (NM_133170, intron 7 of 31)	NA	-51231	NR_110004	101927159	Hs.570383	NR_110004	ENSG00000229042	LOC101927159	-	uncharacterized LOC101927159	ncRNA
MACS_peak_442	chr19	19110427	19110668	+	51.48	NA	intron (NR_147915, intron 9 of 11)	NA	33779	NR_147913	10147	Hs.77876	NM_014884	ENSG00000064607	SUGP2	SFRS14|SRFS14	SURP and G-patch domain containing 2	protein-coding
MACS_peak_503	chr2	119079217	119079402	+	51.48	NA	Intergenic	NA	-135347	NR_144530	100506797	Hs.116176	NR_144530	ENSG00000226856	THORLNC	THOR	testis associated oncogenic lncRNA	ncRNA
MACS_peak_402	chr17	61512243	61512483	+	51.48	NA	intron (NM_001915, intron 5 of 5)	NA	5265	NM_001330421	1534	Hs.355264	NM_001915	ENSG00000008283	CYB561	CYB561A1|FRRS2|ORTHYP2	cytochrome b561	protein-coding
MACS_peak_628	chr3	2766798	2767045	+	51.48	NA	intron (NM_001206955, intron 3 of 23)	NA	-166978	NM_001206956	152330	Hs.298705	NM_175607	ENSG00000144619	CNTN4	AXCAM|BIG-2	contactin 4	protein-coding
MACS_peak_714	chr4	84572770	84572947	+	51.48	NA	Intergenic	NA	115597	NM_032717	84803	Hs.99196	NM_032717	ENSG00000138678	GPAT3	AGPAT 10|AGPAT10|AGPAT8|AGPAT9|HMFN0839|LPAAT-theta|MAG1	glycerol-3-phosphate acyltransferase 3	protein-coding
MACS_peak_293	chr15	52294381	52294601	+	51.48	NA	Intergenic	NA	16801	NR_156732	112543478		NR_156732		MAPK6-DT	lncMAPK6	MAPK6 divergent transcript	ncRNA
MACS_peak_455	chr19	47232006	47232257	+	51.48	NA	intron (NM_001039877, intron 6 of 17)	NA	-11747	NM_001079881	25865	Hs.466987	NM_016457	ENSG00000105287	PRKD2	HSPC187|PKD2|nPKC-D2	protein kinase D2	protein-coding
MACS_peak_378	chr17	26863883	26864067	+	51.48	NA	intron (NM_001369369, intron 8 of 8)	NA	13016	NM_003593	8456	Hs.58611	NM_003593	ENSG00000109101	FOXN1	FKHL20|RONU|WHN	forkhead box N1	protein-coding
MACS_peak_854	chr7	100048138	100048355	+	51.48	NA	Intergenic	NA	13637	NM_001004323	402573	Hs.632306	NM_001004323	ENSG00000185955	C7orf61	-	chromosome 7 open reading frame 61	protein-coding
MACS_peak_694	chr3	188816755	188816980	+	51.48	NA	Intergenic	NA	-72893	NM_198485	285386	Hs.729544	NM_198485	ENSG00000188001	TPRG1	FAM79B	tumor protein p63 regulated 1	protein-coding
MACS_peak_40	chr1	150271560	150271738	+	51.48	NA	intron (NM_031901, intron 2 of 2)	NA	5387	NM_018997	54460	Hs.405880	NM_018997	ENSG00000266472	MRPS21	MDS016|MRP-S21|RPMS21	mitochondrial ribosomal protein S21	protein-coding
MACS_peak_960	chr9	137563195	137563396	+	51.48	NA	intron (NM_001278074, intron 1 of 65)	NA	-18606	NR_138049	414316	Hs.571561	NR_138049	ENSG00000204011	COL5A1-AS1	C9orf104|bA54A22.4	COL5A1 antisense RNA 1	ncRNA
MACS_peak_307	chr15	71376208	71376425	+	51.48	NA	Intergenic	NA	-57472	NM_024817	79875	Hs.387057	NM_024817	ENSG00000187720	THSD4	ADAMTSL-6|ADAMTSL6|FVSY9334|PRO34005	thrombospondin type 1 domain containing 4	protein-coding
MACS_peak_763	chr5	132585051	132585266	+	51.42	NA	exon (NM_015082, exon 7 of 16)	NA	178240	NR_031621	100302134		NR_031621	ENSG00000221287	MIR1289-2	MIRN1289-2|hsa-mir-1289-2	microRNA 1289-2	ncRNA
MACS_peak_524	chr2	168855024	168855212	+	51.42	NA	intron (NM_013233, intron 16 of 17)	NA	-57464	NR_131227	105616981	Hs.512811	NR_131227		LOC105616981	-	uncharacterized LOC105616981	ncRNA
MACS_peak_198	chr12	89647667	89647827	+	51.35	NA	Intergenic	NA	98531	NM_001946	1848	Hs.298654	NM_001946	ENSG00000139318	DUSP6	HH19|MKP3|PYST1	dual specificity phosphatase 6	protein-coding
