PeakID (cmd=annotatePeaks.pl ESR1_WTE.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_4717	chr22	39572812	39573324	+	65.12	NA	NA	NA	-24383	NM_001346743	23492	Hs.356416	NM_175709	ENSG00000100307	CBX7	-	chromobox 7	protein-coding
MACS_peak_5676	chr5	127256771	127257283	+	65.12	NA	NA	NA	161840	NR_152813	644873	Hs.340623	NR_015360	ENSG00000245937	LINC01184	-	long intergenic non-protein coding RNA 1184	ncRNA
MACS_peak_2443	chr15	99618645	99619157	+	65.12	NA	NA	NA	-26385	NM_015286	23336	Hs.207106	NM_015286	ENSG00000182253	SYNM	DMN|SYN	synemin	protein-coding
MACS_peak_738	chr10	43477247	43477875	+	65.10	NA	NA	NA	-606	NR_126352	104266963	Hs.559152	NR_126352	ENSG00000229630	LINC01264	-	long intergenic non-protein coding RNA 1264	ncRNA
MACS_peak_2708	chr16	78106237	78106640	+	64.97	NA	NA	NA	-27113	NR_120436	51741	Hs.461453	NM_016373	ENSG00000186153	WWOX	D16S432E|EIEE28|FOR|FRA16D|HHCMA56|PRO0128|SCAR12|SDR41C1|WOX1	WW domain containing oxidoreductase	protein-coding
MACS_peak_4511	chr21	42321846	42322586	+	64.97	NA	NA	NA	-103132	NR_073202	1826	Hs.160418	NM_001389	ENSG00000171587	DSCAM	CHD2|CHD2-42|CHD2-52	DS cell adhesion molecule	protein-coding
MACS_peak_1891	chr14	24781082	24781489	+	64.97	NA	NA	NA	577	NM_001143919	1241	Hs.567248	NM_181657	ENSG00000213903	LTB4R	BLT1|BLTR|CMKRL1|GPR16|LTB4R1|LTBR1|P2RY7|P2Y7	leukotriene B4 receptor	protein-coding
MACS_peak_34	chr1	7600786	7601274	+	64.97	NA	NA	NA	-128760	NM_001349620	23261	Hs.397705	NM_015215	ENSG00000171735	CAMTA1	CANPMR	calmodulin binding transcription activator 1	protein-coding
MACS_peak_760	chr10	48325927	48326620	+	64.96	NA	NA	NA	1386	NR_134499	105378292	Hs.131331	NR_134499		LOC105378292	-	uncharacterized LOC105378292	ncRNA
MACS_peak_4522	chr21	43540010	43540894	+	64.96	NA	NA	NA	-11808	NR_027243	150147	Hs.558646	NM_152507	ENSG00000184385	UMODL1-AS1	C21orf128	UMODL1 antisense RNA 1	ncRNA
MACS_peak_2837	chr17	6589513	6590143	+	64.96	NA	NA	NA	26860	NM_001284509	284111	Hs.399496	NM_177550	ENSG00000141485	SLC13A5	EIEE25|INDY|NACT|mIndy	solute carrier family 13 member 5	protein-coding
MACS_peak_587	chr1	231807973	231808487	+	64.95	NA	NA	NA	45669	NM_001164548	27185	Hs.13318	NM_018662	ENSG00000162946	DISC1	C1orf136|SCZD9	DISC1 scaffold protein	protein-coding
MACS_peak_495	chr1	201987611	201988222	+	64.91	NA	NA	NA	8201	NM_001114309	1999	Hs.603657	NM_004433	ENSG00000163435	ELF3	EPR-1|ERT|ESE-1|ESX	E74 like ETS transcription factor 3	protein-coding
MACS_peak_4469	chr21	37325819	37326513	+	64.89	NA	NA	NA	50799	NR_110418	101928269	Hs.589909	NR_110418		LOC101928269	-	uncharacterized LOC101928269	ncRNA
MACS_peak_3244	chr18	49017945	49018460	+	64.87	NA	NA	NA	99790	NR_040074	100287225	Hs.448920	NR_040074	ENSG00000227115	LINC01630	-	long intergenic non-protein coding RNA 1630	ncRNA
MACS_peak_2171	chr14	104392175	104392664	+	64.87	NA	NA	NA	-2374	NM_153046	122402	Hs.21454	NM_153046	ENSG00000156414	TDRD9	C14orf75|HIG-1|HLS|NET54|SPGF30|SPNE	tudor domain containing 9	protein-coding
MACS_peak_5543	chr5	32331270	32332004	+	64.87	NA	NA	NA	-18592	NM_001294343	54545	Hs.481836	NM_019061	ENSG00000150712	MTMR12	3-PAP|PIP3AP	myotubularin related protein 12	protein-coding
MACS_peak_542	chr1	210540241	210540756	+	64.87	NA	NA	NA	37788	NM_001170580	55733	Hs.58650	NM_018194	ENSG00000054392	HHAT	MART2|SKI1|Skn	hedgehog acyltransferase	protein-coding
MACS_peak_4937	chr3	61630362	61631420	+	64.84	NA	NA	NA	83646	NM_002841	5793	Hs.595541	NM_002841	ENSG00000144724	PTPRG	HPTPG|PTPG|R-PTP-GAMMA|RPTPG	protein tyrosine phosphatase receptor type G	protein-coding
MACS_peak_2004	chr14	73727406	73727972	+	64.83	NA	NA	NA	-14980	NR_135248	101928123	Hs.660593	NR_135248		LOC101928123	-	uncharacterized LOC101928123	ncRNA
MACS_peak_1022	chr10	133487043	133487751	+	64.82	NA	NA	NA	135138	NR_038365	399827	Hs.523353	NM_001001677	ENSG00000189275	LINC01164	-	long intergenic non-protein coding RNA 1164	ncRNA
MACS_peak_6612	chr8	37710666	37711075	+	64.78	NA	NA	NA	-3491	NM_018310	55290	Hs.709301	NM_018310	ENSG00000104221	BRF2	BRFU|TFIIIB50	BRF2 RNA polymerase III transcription initiation factor subunit	protein-coding
MACS_peak_725	chr10	32427753	32428129	+	64.75	NA	NA	NA	-82588	NM_004521	3799	Hs.327736	NM_004521	ENSG00000170759	KIF5B	HEL-S-61|KINH|KNS|KNS1|UKHC	kinesin family member 5B	protein-coding
MACS_peak_696	chr10	28940937	28941633	+	64.75	NA	NA	NA	-25165	NM_012342	25805	Hs.533336	NM_012342	ENSG00000095739	BAMBI	NMA	BMP and activin membrane bound inhibitor	protein-coding
MACS_peak_5376	chr4	96439990	96440703	+	64.71	NA	NA	NA	29778	NM_003728	8633	Hs.388565	NM_003728	ENSG00000182168	UNC5C	UNC5H3	unc-5 netrin receptor C	protein-coding
MACS_peak_1379	chr11	122968431	122968948	+	64.71	NA	NA	NA	-35845	NM_153201	3312	Hs.180414	NM_006597	ENSG00000109971	HSPA8	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	heat shock protein family A (Hsp70) member 8	protein-coding
MACS_peak_4276	chr20	41209573	41210502	+	64.71	NA	NA	NA	-104086	NR_110004	101927159	Hs.570383	NR_110004	ENSG00000229042	LOC101927159	-	uncharacterized LOC101927159	ncRNA
MACS_peak_2058	chr14	88476987	88477585	+	64.71	NA	NA	NA	5807	NM_003608	8477	Hs.443243	NM_003608	ENSG00000140030	GPR65	TDAG8|hTDAG8	G protein-coupled receptor 65	protein-coding
MACS_peak_359	chr1	150518016	150518862	+	64.71	NA	NA	NA	-3406	NM_001288608	54507	Hs.516243	NM_019032	ENSG00000143382	ADAMTSL4	ADAMTSL-4|ECTOL2|TSRC1	ADAMTS like 4	protein-coding
MACS_peak_6110	chr6	151989894	151990383	+	64.70	NA	NA	NA	-21493	NM_001122742	2099	Hs.208124	NM_000125	ENSG00000091831	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	estrogen receptor 1	protein-coding
MACS_peak_806	chr10	71488344	71488754	+	64.68	NA	NA	NA	-73113	NM_080802	1305	Hs.695934	NM_005203	ENSG00000197467	COL13A1	CMS19|COLXIIIA1	collagen type XIII alpha 1 chain	protein-coding
MACS_peak_1657	chr12	122019247	122019644	+	64.65	NA	NA	NA	-517	NM_032590	84678	Hs.524800	NM_032590	ENSG00000089094	KDM2B	CXXC2|FBXL10|Fbl10|JHDM1B|PCCX2	lysine demethylase 2B	protein-coding
MACS_peak_6089	chr6	139852302	139852984	+	64.64	NA	NA	NA	-56910	NR_033919	645434	Hs.666240	NR_033919	ENSG00000238099	LINC01625	-	long intergenic non-protein coding RNA 1625	ncRNA
MACS_peak_2730	chr16	81667017	81667828	+	64.62	NA	NA	NA	22469	NR_106759	102465251		NR_106759	ENSG00000275109	MIR6504	hsa-mir-6504	microRNA 6504	ncRNA
MACS_peak_6973	chr9	101558312	101559131	+	64.61	NA	NA	NA	116	NM_173551	203286	Hs.406890	NM_173551	ENSG00000165138	ANKS6	ANKRD14|NPHP16|PKDR1|SAMD6	ankyrin repeat and sterile alpha motif domain containing 6	protein-coding
MACS_peak_5332	chr4	49107280	49107878	+	64.61	NA	NA	NA	118920	NM_001286791	80157	Hs.479703	NM_025087	ENSG00000109182	CWH43	CWH43-C|PGAP2IP	cell wall biogenesis 43 C-terminal homolog	protein-coding
MACS_peak_3280	chr18	76431468	76432103	+	64.60	NA	NA	NA	-308490	NM_171999	27164	Hs.700557	NM_171999	ENSG00000256463	SALL3	ZNF796	spalt like transcription factor 3	protein-coding
MACS_peak_5753	chr5	167723819	167724230	+	64.59	NA	NA	NA	5374	NM_001161662	23286	Hs.484047	NM_015238	ENSG00000113645	WWC1	HBEBP3|HBEBP36|KIBRA|MEMRYQTL|PPP1R168	WW and C2 domain containing 1	protein-coding
MACS_peak_5843	chr6	13814021	13814670	+	64.59	NA	NA	NA	447	NM_001031713	63933	Hs.214043	NM_022102	ENSG00000050393	MCUR1	C6orf79|CCDC90A|FMP32	mitochondrial calcium uniporter regulator 1	protein-coding
MACS_peak_2417	chr15	90777275	90777844	+	64.55	NA	NA	NA	118	NM_001013657	390637	Hs.304673	NM_001013657	ENSG00000183208	GDPGP1	C15orf58|VTC2	GDP-D-glucose phosphorylase 1	protein-coding
MACS_peak_5393	chr4	105933463	105933901	+	64.53	NA	NA	NA	-133350	NM_017628	54790	Hs.367639	NM_017628	ENSG00000168769	TET2	KIAA1546|MDS	tet methylcytosine dioxygenase 2	protein-coding
MACS_peak_2009	chr14	74219368	74219892	+	64.51	NA	NA	NA	-5820	NR_039727	100616158		NR_039727	ENSG00000264741	MIR4505	mir-4505	microRNA 4505	ncRNA
MACS_peak_5771	chr5	173277339	173277751	+	64.49	NA	NA	NA	-37807	NM_001308191	80315	Hs.127126	NM_030627	ENSG00000113742	CPEB4	CPE-BP4|hCPEB-4	cytoplasmic polyadenylation element binding protein 4	protein-coding
MACS_peak_818	chr10	74004045	74004858	+	64.49	NA	NA	NA	-27559	NM_001369099	51008	Hs.500007	NM_015947	ENSG00000138303	ASCC1	ASC1p50|CGI-18|SMABF2|p50	activating signal cointegrator 1 complex subunit 1	protein-coding
MACS_peak_1512	chr12	53339238	53339758	+	64.47	NA	NA	NA	-3157	NM_199187	3875	Hs.406013	NM_000224	ENSG00000111057	KRT18	CK-18|CYK18|K18	keratin 18	protein-coding
MACS_peak_3066	chr17	70948834	70949262	+	64.45	NA	NA	NA	139779	NM_001352691	201266	Hs.221127	NM_139177	ENSG00000133195	SLC39A11	C17orf26|ZIP-11|ZIP11	solute carrier family 39 member 11	protein-coding
MACS_peak_630	chr10	5874585	5875060	+	64.44	NA	NA	NA	-19310	NM_001115156	2665	Hs.299055	NM_001494	ENSG00000057608	GDI2	HEL-S-46e|RABGDIB	GDP dissociation inhibitor 2	protein-coding
MACS_peak_1877	chr14	22916853	22917510	+	64.42	NA	NA	NA	-15436	NR_148364	105370401	Hs.435144	NR_148361		LOC105370401	-	uncharacterized LOC105370401	ncRNA
MACS_peak_3003	chr17	55556602	55556938	+	64.42	NA	NA	NA	44188	NR_110808	101927557	Hs.639984	NR_110808	ENSG00000266100	LOC101927557	-	uncharacterized LOC101927557	ncRNA
MACS_peak_7174	chrX	13007007	13007420	+	64.40	NA	NA	NA	13984	NM_021109	7114	Hs.437277	NM_021109	ENSG00000205542	TMSB4X	FX|PTMB4|TB4X|TMSB4	thymosin beta 4 X-linked	protein-coding
MACS_peak_1127	chr11	38404078	38404813	+	64.40	NA	NA	NA	263461	NR_120555	103312105	Hs.641711	NR_120554	ENSG00000255175	LINC02759	-	long intergenic non-protein coding RNA 2759	ncRNA
MACS_peak_2557	chr16	19581071	19581592	+	64.39	NA	NA	NA	14306	NM_001365294	57020	Hs.654964	NM_020314	ENSG00000103544	VPS35L	C16orf62	VPS35 endosomal protein sorting factor like	protein-coding
MACS_peak_3936	chr2	138951779	138952254	+	64.39	NA	NA	NA	92562	NR_135526	105373635		NR_135526	ENSG00000224231	LINC01832	-	long intergenic non-protein coding RNA 1832	ncRNA
MACS_peak_2784	chr16	87159738	87160511	+	64.31	NA	NA	NA	68734	NR_126008	440390	Hs.513789	NR_126008	ENSG00000232190	LINC02181	-	long intergenic non-protein coding RNA 2181	ncRNA
MACS_peak_6638	chr8	67578475	67578997	+	64.30	NA	NA	NA	730	NM_025054	80124	Hs.632066	NM_025054	ENSG00000175073	VCPIP1	DUBA3|VCIP135	valosin containing protein interacting protein 1	protein-coding
MACS_peak_4821	chr3	13319300	13319822	+	64.30	NA	NA	NA	142261	NM_024923	23225	Hs.475525	NM_024923	ENSG00000132182	NUP210	GP210|POM210	nucleoporin 210	protein-coding
MACS_peak_5333	chr4	49110107	49110962	+	64.28	NA	NA	NA	121875	NM_001286791	80157	Hs.479703	NM_025087	ENSG00000109182	CWH43	CWH43-C|PGAP2IP	cell wall biogenesis 43 C-terminal homolog	protein-coding
MACS_peak_2250	chr15	49505091	49505731	+	64.24	NA	NA	NA	42967	NM_002044	2585	Hs.122006	NM_002044	ENSG00000156958	GALK2	GK2	galactokinase 2	protein-coding
MACS_peak_2982	chr17	48938935	48939738	+	64.21	NA	NA	NA	4379	NM_001243885	10140	Hs.703321	NM_005749	ENSG00000141232	TOB1	APRO5|APRO6|PIG49|TOB|TROB|TROB1	transducer of ERBB2, 1	protein-coding
MACS_peak_3788	chr2	77059395	77060198	+	64.21	NA	NA	NA	-153295	NR_110284	101927907	Hs.382185	NR_110284	ENSG00000234653	LOC101927907	-	uncharacterized LOC101927907	ncRNA
MACS_peak_1113	chr11	34353889	34354579	+	64.18	NA	NA	NA	25323	NM_145804	25841	Hs.23361	NM_145804	ENSG00000166016	ABTB2	ABTB2A|BTBD22	ankyrin repeat and BTB domain containing 2	protein-coding
MACS_peak_430	chr1	177554642	177555339	+	64.18	NA	NA	NA	-114669	NR_110722	101928778	Hs.573792	NR_110722	ENSG00000236720	LINC01741	-	long intergenic non-protein coding RNA 1741	ncRNA
MACS_peak_391	chr1	156055920	156056504	+	64.18	NA	NA	NA	3875	NM_001282625	4000	Hs.594444	NM_005572	ENSG00000160789	LMNA	CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|MADA|PRO1	lamin A/C	protein-coding
MACS_peak_2080	chr14	92889900	92890489	+	64.17	NA	NA	NA	-89931	NM_024832	79890	Hs.326822	NM_024832	ENSG00000100599	RIN3	-	Ras and Rab interactor 3	protein-coding
MACS_peak_5075	chr3	144094802	144095391	+	64.17	NA	NA	NA	403173	NM_001134470	205428	Hs.288954	NM_173552	ENSG00000181744	DIPK2A	C3orf58|DIA1|GoPro49|HASF	divergent protein kinase domain 2A	protein-coding
MACS_peak_6915	chr9	88708914	88709526	+	64.15	NA	NA	NA	5253	NM_016548	51280	Hs.494337	NM_016548	ENSG00000135052	GOLM1	C9orf155|GOLPH2|GP73|HEL46|PSEC0257|bA379P1.3	golgi membrane protein 1	protein-coding
MACS_peak_1153	chr11	60468812	60469336	+	64.14	NA	NA	NA	1989	NM_031457	83661	Hs.150878	NM_031457	ENSG00000166959	MS4A8	4SPAN4|CD20L5|MS4A4|MS4A8B	membrane spanning 4-domains A8	protein-coding
MACS_peak_6156	chr6	168902882	168903298	+	64.12	NA	NA	NA	61226	NM_001166412	64094	Hs.487200	NM_022138	ENSG00000112562	SMOC2	DTDP1|MST117|MSTP117|MSTP140|SMAP2|bA270C4A.1|bA37D8.1|dJ421D16.1	SPARC related modular calcium binding 2	protein-coding
MACS_peak_3181	chr18	11983581	11984110	+	64.09	NA	NA	NA	2339	NM_014214	3613	Hs.743311	NM_014214	ENSG00000141401	IMPA2	-	inositol monophosphatase 2	protein-coding
MACS_peak_4427	chr21	11088655	11089180	+	64.06	NA	NA	NA	10008	NM_181704	85317	Hs.545789	NM_181704		BAGE4	CT2.4|MLL3P	BAGE family member 4	protein-coding
MACS_peak_3356	chr19	7813751	7814281	+	64.00	NA	NA	NA	-1596	NM_021155	30835	Hs.278694	NM_021155	ENSG00000090659	CD209	CDSIGN|CLEC4L|DC-SIGN|DC-SIGN1	CD209 molecule	protein-coding
MACS_peak_2493	chr16	2560265	2560636	+	63.99	NA	NA	NA	-3277	NM_001198569	527	Hs.389107	NM_001694	ENSG00000185883	ATP6V0C	ATP6C|ATP6L|ATPL|VATL|VPPC|Vma3	ATPase H+ transporting V0 subunit c	protein-coding
MACS_peak_3449	chr19	31178208	31178734	+	63.98	NA	NA	NA	315180	NM_001352260	9745	Hs.378901	NM_014717	ENSG00000198597	ZNF536	-	zinc finger protein 536	protein-coding
MACS_peak_6281	chr7	47552302	47552795	+	63.96	NA	NA	NA	-48147	NR_145813	109623468		NR_145813		SNORD151	-	small nucleolar RNA, C/D box 151	snoRNA
MACS_peak_4045	chr2	180147726	180148273	+	63.94	NA	NA	NA	-18440	NM_178123	91404	Hs.30977	NM_178123	ENSG00000187231	SESTD1	SOLO	SEC14 and spectrin domain containing 1	protein-coding
MACS_peak_340	chr1	117161838	117162256	+	63.93	NA	NA	NA	48308	NM_001007237	3321	Hs.171057	NM_001542	ENSG00000143061	IGSF3	EWI-3|LCDD|V8	immunoglobulin superfamily member 3	protein-coding
MACS_peak_4623	chr22	24699375	24699759	+	63.93	NA	NA	NA	32768	NM_015330	23384	Hs.474384	NM_015330	ENSG00000100014	SPECC1L	CYTSA|GBBB2|OBLFC1|TBHS	sperm antigen with calponin homology and coiled-coil domains 1 like	protein-coding
MACS_peak_74	chr1	15731621	15732039	+	63.93	NA	NA	NA	-4554	NM_024329	79180	Hs.465374	NM_024329	ENSG00000142634	EFHD2	SWS1	EF-hand domain family member D2	protein-coding
MACS_peak_2201	chr14	106365151	106365569	+	63.93	NA	NA	NA	-18478	NR_026800	9834	Hs.649259	NM_014151	ENSG00000226777	FAM30A	C14orf110|HSPC053|KIAA0125	family with sequence similarity 30 member A	ncRNA
MACS_peak_1118	chr11	35038314	35038741	+	63.91	NA	NA	NA	75143	NR_039836	100616437		NR_039836	ENSG00000251862	MIR1343	-	microRNA 1343	ncRNA
MACS_peak_1757	chr13	33500775	33501302	+	63.90	NA	NA	NA	-15248	NR_047020	100874167	Hs.406290	NR_047020		LINC00423	-	long intergenic non-protein coding RNA 423	ncRNA
MACS_peak_4157	chr2	240049170	240049699	+	63.75	NA	NA	NA	-41812	NR_039643	100616493		NR_039643	ENSG00000264810	MIR4441	-	microRNA 4441	ncRNA
MACS_peak_4770	chr22	46884797	46885217	+	63.75	NA	NA	NA	48510	NM_014246	9620	Hs.252387	NM_014246	ENSG00000075275	CELSR1	ADGRC1|CDHF9|FMI2|HFMI2|ME2	cadherin EGF LAG seven-pass G-type receptor 1	protein-coding
MACS_peak_620	chr10	3467217	3467637	+	63.75	NA	NA	NA	77603	NR_155744	101927880		NR_155743		LINC02669	-	long intergenic non-protein coding RNA 2669	ncRNA
MACS_peak_2243	chr15	42562734	42563139	+	63.73	NA	NA	NA	2695	NM_015497	25963	Hs.511138	NM_015497	ENSG00000103978	TMEM87A	-	transmembrane protein 87A	protein-coding
MACS_peak_1538	chr12	64751086	64751619	+	63.73	NA	NA	NA	33186	NM_001170633	115749	Hs.535190	NM_001099676	ENSG00000185306	C12orf56	-	chromosome 12 open reading frame 56	protein-coding
MACS_peak_4853	chr3	32148417	32148966	+	63.73	NA	NA	NA	688	NM_015141	23171	Hs.82432	NM_015141	ENSG00000152642	GPD1L	GPD1-L	glycerol-3-phosphate dehydrogenase 1 like	protein-coding
MACS_peak_3874	chr2	119079185	119079631	+	63.71	NA	NA	NA	-135446	NR_144530	100506797	Hs.116176	NR_144530	ENSG00000226856	THORLNC	THOR	testis associated oncogenic lncRNA	ncRNA
MACS_peak_2799	chr16	88878109	88878971	+	63.67	NA	NA	NA	-204	NM_001030018	353	Hs.28914	NM_000485	ENSG00000198931	APRT	AMP|APRTD	adenine phosphoribosyltransferase	protein-coding
MACS_peak_884	chr10	91024271	91024801	+	63.67	NA	NA	NA	-12740	NM_001288979	3988	Hs.643030	NM_000235	ENSG00000107798	LIPA	CESD|LAL	lipase A, lysosomal acid type	protein-coding
MACS_peak_2003	chr14	71915636	71916256	+	63.67	NA	NA	NA	10290	NM_001284247	26037	Hs.654657	NM_015556	ENSG00000197555	SIPA1L1	E6TP1|SPAR1	signal induced proliferation associated 1 like 1	protein-coding
MACS_peak_3551	chr19	49057844	49058348	+	63.65	NA	NA	NA	2667	NM_177973	6820	Hs.369331	NM_004605	ENSG00000088002	SULT2B1	ARCI14|HSST2	sulfotransferase family 2B member 1	protein-coding
MACS_peak_4744	chr22	43578816	43579465	+	63.62	NA	NA	NA	4000	NM_015140	23170	Hs.517670	NM_015140	ENSG00000100304	TTLL12	dJ526I14.2	tubulin tyrosine ligase like 12	protein-coding
MACS_peak_187	chr1	39640509	39641040	+	63.59	NA	NA	NA	90935	NM_012090	23499	Hs.472475	NM_012090	ENSG00000127603	MACF1	ABP620|ACF7|LIS9|MACF|OFC4	microtubule actin crosslinking factor 1	protein-coding
MACS_peak_3313	chr19	2528771	2529302	+	63.59	NA	NA	NA	52911	NM_015675	4616	Hs.110571	NM_015675	ENSG00000099860	GADD45B	GADD45BETA|MYD118	growth arrest and DNA damage inducible beta	protein-coding
MACS_peak_3504	chr19	39634938	39635469	+	63.59	NA	NA	NA	18777	NM_001014832	10298	Hs.20447	NM_005884	ENSG00000130669	PAK4	-	p21 (RAC1) activated kinase 4	protein-coding
MACS_peak_1256	chr11	72543485	72544202	+	63.58	NA	NA	NA	18387	NM_001318766	89849	Hs.653186	NM_033388	ENSG00000168010	ATG16L2	ATG16B|WDR80	autophagy related 16 like 2	protein-coding
MACS_peak_4061	chr2	195902865	195903506	+	63.57	NA	NA	NA	307866	NR_110223	101927431	Hs.558215	NR_110223	ENSG00000230173	LINC01790	-	long intergenic non-protein coding RNA 1790	ncRNA
MACS_peak_1288	chr11	77903054	77903498	+	63.53	NA	NA	NA	3311	NM_020798	57558	Hs.531249	NM_020798	ENSG00000118369	USP35	-	ubiquitin specific peptidase 35	protein-coding
MACS_peak_996	chr10	125593563	125593986	+	63.47	NA	NA	NA	57549	NM_198148	119587	Hs.656887	NM_198148	ENSG00000121898	CPXM2	CPX2|UNQ676	carboxypeptidase X, M14 family member 2	protein-coding
MACS_peak_5199	chr3	193639093	193639629	+	63.46	NA	NA	NA	72666	NR_027764	100128023	Hs.730112	NR_027764		DPPA2P3	-	developmental pluripotency associated 2 pseudogene 3	pseudo
MACS_peak_3269	chr18	60932510	60932875	+	63.43	NA	NA	NA	53921	NM_000633	596	Hs.150749	NM_000633	ENSG00000171791	BCL2	Bcl-2|PPP1R50	BCL2 apoptosis regulator	protein-coding
MACS_peak_4269	chr20	38156190	38156532	+	63.43	NA	NA	NA	-302970	NR_027124	339568	Hs.434319	NR_027124	ENSG00000230324	LINC01734	-	long intergenic non-protein coding RNA 1734	ncRNA
MACS_peak_1012	chr10	127864421	127864782	+	63.43	NA	NA	NA	-202759	NR_102707	101410540	Hs.557889	NR_102707	ENSG00000233409	FANK1-AS1	-	FANK1 antisense RNA 1	ncRNA
MACS_peak_5693	chr5	132948195	132948513	+	63.43	NA	NA	NA	-122	NM_015082	23105	Hs.483390	NM_015082	ENSG00000053108	FSTL4	-	follistatin like 4	protein-coding
MACS_peak_2196	chr14	106135899	106136207	+	63.43	NA	NA	NA	3091	NR_046211	2003	Hs.744419	NR_046211		ELK2AP	ELK2|ELK2.1|ELK2P1	ETS transcription factor ELK2A, pseudogene	pseudo
MACS_peak_4266	chr20	37230973	37231313	+	63.43	NA	NA	NA	691	NM_001164431	343578		NM_001164431	ENSG00000124143	ARHGAP40	C20orf95|dJ1100H13.4	Rho GTPase activating protein 40	protein-coding
MACS_peak_6438	chr7	139426167	139426766	+	63.41	NA	NA	NA	51331	NM_022740	28996	Hs.731417	NM_022740	ENSG00000064393	HIPK2	PRO0593	homeodomain interacting protein kinase 2	protein-coding
MACS_peak_1947	chr14	57395876	57396275	+	63.41	NA	NA	NA	116199	NR_029385	100309464	Hs.637962	NR_029385	ENSG00000248550	OTX2-AS1	OTX2OS1	OTX2 antisense RNA 1 (head to head)	ncRNA
MACS_peak_7179	chrX	16300175	16300599	+	63.38	NA	NA	NA	114783	NM_001277307	645864	Hs.632792	NM_001277307	ENSG00000182798	MAGEB17	-	MAGE family member B17	protein-coding
MACS_peak_6618	chr8	40968093	40968517	+	63.38	NA	NA	NA	160357	NR_049801	100847068		NR_049801	ENSG00000263372	MIR548AO	-	microRNA 548ao	ncRNA
MACS_peak_2314	chr15	67842482	67843179	+	63.31	NA	NA	NA	1398	NM_001206804	5607	Hs.114198	NM_002757	ENSG00000137764	MAP2K5	HsT17454|MAPKK5|MEK5|PRKMK5	mitogen-activated protein kinase kinase 5	protein-coding
MACS_peak_4039	chr2	177569710	177570248	+	63.28	NA	NA	NA	67497	NR_110599	102724224	Hs.663125	NR_110599	ENSG00000224577	LINC01117	-	long intergenic non-protein coding RNA 1117	ncRNA
MACS_peak_4879	chr3	46204443	46204978	+	63.27	NA	NA	NA	45094	NM_001295	1230	Hs.301921	NM_001295	ENSG00000163823	CCR1	CD191|CKR-1|CKR1|CMKBR1|HM145|MIP1aR|SCYAR1	C-C motif chemokine receptor 1	protein-coding
MACS_peak_3062	chr17	70513708	70514426	+	63.26	NA	NA	NA	74876	NR_137281	100499467	Hs.157726	NR_036488	ENSG00000227036	LINC00673	ERRLR01|HI-LNC75|HILNC75|LUCAIR1|SLNCR|SLNCR1	long intergenic non-protein coding RNA 673	ncRNA
MACS_peak_5299	chr4	28168931	28169446	+	63.26	NA	NA	NA	-652016	NR_036237	100422937		NR_036237	ENSG00000283275	MIR4275	-	microRNA 4275	ncRNA
MACS_peak_7158	chr9	140335945	140336336	+	63.23	NA	NA	NA	-239	NM_001033113	377841	Hs.512562	NM_198585	ENSG00000188833	ENTPD8	E-NTPDase|GLSR2492|NTPDase-8|UNQ2492	ectonucleoside triphosphate diphosphohydrolase 8	protein-coding
MACS_peak_6790	chr8	133703395	133703942	+	63.20	NA	NA	NA	-15877	NR_135907	23639	Hs.591865	NM_012472	ENSG00000129295	LRRC6	CILD19|LRTP|TSLRP	leucine rich repeat containing 6	protein-coding
MACS_peak_1767	chr13	41239169	41240001	+	63.19	NA	NA	NA	1193	NM_002015	2308	Hs.370666	NM_002015	ENSG00000150907	FOXO1	FKH1|FKHR|FOXO1A	forkhead box O1	protein-coding
MACS_peak_2167	chr14	104004876	104005555	+	63.18	NA	NA	NA	9682	NM_152307	115708	Hs.525610	NM_152307	ENSG00000166166	TRMT61A	C14orf172|GCD14|Gcd14p|TRM61|hTRM61	tRNA methyltransferase 61A	protein-coding
MACS_peak_2654	chr16	67994066	67994409	+	63.18	NA	NA	NA	3718	NM_001145963	6560	Hs.10094	NM_005072	ENSG00000124067	SLC12A4	CTC-479C5.17|KCC1|hKCC1	solute carrier family 12 member 4	protein-coding
MACS_peak_940	chr10	110358577	110359243	+	63.14	NA	NA	NA	-529859	NR_125760	103695365	Hs.648991	NR_125760	ENSG00000229981	LINC01435	TCONS_00018040	long intergenic non-protein coding RNA 1435	ncRNA
MACS_peak_4440	chr21	16773499	16774036	+	63.12	NA	NA	NA	-328486	NM_001283041	29761	Hs.743994	NM_013396	ENSG00000155313	USP25	USP21	ubiquitin specific peptidase 25	protein-coding
MACS_peak_1130	chr11	44606215	44606642	+	63.11	NA	NA	NA	19215	NM_001024844	3732	Hs.527778	NM_002231	ENSG00000085117	CD82	4F9|C33|GR15|IA4|KAI1|R2|SAR2|ST6|TSPAN27	CD82 molecule	protein-coding
